OBJECTID;MUNICIPIO;Estado;Região
1473;Cantagalo ; PR;Sul
1474;Foz do Iguaçu ; PR;Sul
1475;Laranjeiras do Sul ; PR;Sul
1476;Solidão ; PE;Nordeste
1477;São Miguel do Iguaçu ; PR;Sul
1478;Ibema ; PR;Sul
1479;Catanduvas ; PR;Sul
1480;Teixeira Soares ; PR;Sul
1481;Monte Formoso ; MG;Sudeste
1482;Porto Amazonas ; PR;Sul
1483;Antonina ; PR;Sul
1484;Matelândia ; PR;Sul
1485;Medianeira ; PR;Sul
1486;Guamiranga ; PR;Sul
1487;Imbituva ; PR;Sul
1488;Rodeio ; SC;Sul
1489;Campina Grande do Sul ; PR;Sul
1490;Boa Vista da Aparecida ; PR;Sul
1491;Campina do Simão ; PR;Sul
1492;Guaraqueçaba ; PR;Sul
1493;Ibititá ; BA;Nordeste
1494;Marquinho ; PR;Sul
1495;Santa Lúcia ; PR;Sul
1496;Jaraguá do Sul ; SC;Sul
1497;Itaipulândia ; PR;Sul
1498;Vera Cruz do Oeste ; PR;Sul
1499;Céu Azul ; PR;Sul
1500;Curitiba ; PR;Sul
1501;Nova Laranjeiras ; PR;Sul
1502;Marema ; SC;Sul
1503;Goioxim ; PR;Sul
1504;Ramilândia ; PR;Sul
1505;Bocaiúva do Sul ; PR;Sul
1506;Capitão Leônidas Marques ; PR;Sul
1507;Rio Branco do Sul ; PR;Sul
1508;Ilhota ; SC;Sul
1509;Nova Roma do Sul ; RS;Sul
1510;Pinhalzinho ; SC;Sul
1511;Diamante D'Oeste ; PR;Sul
1512;Diamante do Sul ; PR;Sul
1513;Lucena ; PB;Nordeste
1514;Ipiranga ; PR;Sul
1515;São Pedro do Iguaçu ; PR;Sul
1516;Cananéia ; SP;Sudeste
1517;Carambeí ; PR;Sul
1518;Santa Maria do Oeste ; PR;Sul
1519;Uibaí ; BA;Nordeste
1520;Cascavel ; PR;Sul
1521;Santa Tereza do Oeste ; PR;Sul
1522;Laranjal ; PR;Sul
1523;Forquetinha ; RS;Sul
1524;Tupãssi ; PR;Sul
1525;Ivaí ; PR;Sul
1526;Altamira do Paraná ; PR;Sul
1527;Ouro Verde do Oeste ; PR;Sul
1528;Campo Bonito ; PR;Sul
1529;Ilha Comprida ; SP;Sudeste
1530;Cerro Azul ; PR;Sul
1531;Olímpio Noronha ; MG;Sudeste
1532;Barra do Turvo ; SP;Sudeste
1533;Tunas do Paraná ; PR;Sul
1534;Piraúba ; MG;Sudeste
1535;Boa Ventura de São Roque ; PR;Sul
1536;São Brás ; AL;Nordeste
1537;Cajati ; SP;Sudeste
1538;Braganey ; PR;Sul
1539;Fagundes Varela ; RS;Sul
1540;Santa Helena ; PR;Sul
1541;Adrianópolis ; PR;Sul
1542;Iguatu ; PR;Sul
1543;Mato Rico ; PR;Sul
1544;Itaóca ; SP;Sudeste
1545;Pariquera-Açu; SP;Sudeste
1546;Castro ; PR;Sul
1547;Pato Bragado ; PR;Sul
1548;Quatro Pontes ; PR;Sul
1549;Ribeira ; SP;Sudeste
1550;Corbélia ; PR;Sul
1551;Nova Cantu ; PR;Sul
1552;Cafelândia ; PR;Sul
1553;Igreja Nova ; AL;Nordeste
1554;Toledo ; PR;Sul
1555;Anahy ; PR;Sul
1556;São José das Palmeiras ; PR;Sul
1557;Campina da Lagoa ; PR;Sul
1558;Navegantes ; SC;Sul
1559;Jacupiranga ; SP;Sudeste
1560;Marechal Cândido Rondon ; PR;Sul
1561;Roncador ; PR;Sul
1562;Anísio de Abreu ; PI;Nordeste
1563;Iporã ; PR;Sul
1564;Itapirapuã Paulista ; SP;Sudeste
1565;Doutor Ulysses ; PR;Sul
1566;Timbó ; SC;Sul
1567;Cândido de Abreu ; PR;Sul
1568;Lucianópolis ; SP;Sudeste
1569;Manoel Ribas ; PR;Sul
1570;Nova Santa Rosa ; PR;Sul
1571;Maripá ; PR;Sul
1572;Dumont ; SP;Sudeste
1573;Enéas Marques ; PR;Sul
1574;Registro ; SP;Sudeste
1575;Ubiratã ; PR;Sul
1576;Iguape ; SP;Sudeste
1577;Mercedes ; PR;Sul
1578;Rodeiro ; MG;Sudeste
1579;Nova Aurora ; PR;Sul
1580;Barra do Chapéu ; SP;Sudeste
1581;São Bernardo do Campo ; SP;Sudeste
1582;Reserva ; PR;Sul
1583;Calmon ; SC;Sul
1584;Itariri ; SP;Sudeste
1585;Imbaú ; PR;Sul
1586;Jesuítas ; PR;Sul
1587;Quarto Centenário ; PR;Sul
1588;Iporanga ; SP;Sudeste
1589;Juranda ; PR;Sul
1590;Ariranha do Ivaí ; PR;Sul
1591;Piraí do Sul ; PR;Sul
1592;Almirante Tamandaré ; PR;Sul
1593;Rio Branco do Ivaí ; PR;Sul
1594;Apiaí ; SP;Sudeste
1595;Iretama ; PR;Sul
1596;Colombo ; PR;Sul
1597;Assis Chateaubriand ; PR;Sul
1598;Eldorado ; SP;Sudeste
1599;Mamborê ; PR;Sul
1600;Ibiam ; SC;Sul
1601;Formosa do Oeste ; PR;Sul
1602;Japira ; PR;Sul
1603;Ivaiporã ; PR;Sul
1604;Bela Vista de Goiás ; GO;Centro-Oeste
1605;Luiziana ; PR;Sul
1606;Rosário do Ivaí ; PR;Sul
1607;Nova Campina ; SP;Sudeste
1608;Guapiara ; SP;Sudeste
1609;Grandes Rios ; PR;Sul
1610;Ribeirão Branco ; SP;Sudeste
1611;Peruíbe ; SP;Sudeste
1612;Sete Barras ; SP;Sudeste
1613;Godoy Moreira ; PR;Sul
1614;Flor do Sertão ; SC;Sul
1615;Lambari ; MG;Sudeste
1616;Jaguariaíva ; PR;Sul
1617;Sete de Setembro ; RS;Sul
1618;Brasilândia do Sul ; PR;Sul
1619;Farol ; PR;Sul
1620;Telêmaco Borba ; PR;Sul
1621;Novo Horizonte ; SC;Sul
1622;Ribeirão Grande ; SP;Sudeste
1623;Corumbataí do Sul ; PR;Sul
1624;Juquiá ; SP;Sudeste
1625;Saudade do Iguaçu ; PR;Sul
1626;Miracatu ; SP;Sudeste
1627;Goioerê ; PR;Sul
1628;Aparecida de Goiânia ; GO;Centro-Oeste
1629;Pedro de Toledo ; SP;Sudeste
1630;Campo Mourão ; PR;Sul
1631;Terra Roxa ; PR;Sul
1632;Ventania ; PR;Sul
1633;Janiópolis ; PR;Sul
1634;Guaíra ; PR;Sul
1635;Praia Grande ; SP;Sudeste
1636;Contenda ; PR;Sul
1637;São João do Ivaí ; PR;Sul
1638;Floresta ; PR;Sul
1639;Sengés ; PR;Sul
1640;Alto Piquiri ; PR;Sul
1641;Barbosa Ferraz ; PR;Sul
1642;Jaboti ; PR;Sul
1643;Itararé ; SP;Sudeste
1644;Cruzmaltina ; PR;Sul
1645;Caldeirão Grande ; BA;Nordeste
1646;Tapiraí ; SP;Sudeste
1647;Mariluz ; PR;Sul
1648;Curiúva ; PR;Sul
1649;Moreira Sales ; PR;Sul
1650;São Bento do Trairí ; RN;Nordeste
1651;Borrazópolis ; PR;Sul
1652;Taquarivaí ; SP;Sudeste
1653;São Pedro do Ivaí ; PR;Sul
1654;Faxinal ; PR;Sul
1655;São Vicente ; SP;Sudeste
1656;Arapoti ; PR;Sul
1657;São Pedro do Butiá ; RS;Sul
1658;Santana do Itararé ; PR;Sul
1659;Capão Bonito ; SP;Sudeste
1660;Santo André ; SP;Sudeste
1661;Itanhaém ; SP;Sudeste
1662;Mauá da Serra ; PR;Sul
1663;Perobal ; PR;Sul
1664;Canelinha ; SC;Sul
1665;São José da Boa Vista ; PR;Sul
1666;Juquitiba ; SP;Sudeste
1667;Miraguaí ; RS;Sul
1668;Mundo Novo ; MS;Centro-Oeste
1669;Altônia ; PR;Sul
1670;Fênix ; PR;Sul
1671;Riversul ; SP;Sudeste
1672;Figueira ; PR;Sul
1673;São Miguel Arcanjo ; SP;Sudeste
1674;Santos ; SP;Sudeste
1675;Araruna ; PR;Sul
1676;Sapopema ; PR;Sul
1677;Wenceslau Braz ; PR;Sul
1678;Japorã ; MS;Centro-Oeste
1679;Sagres ; SP;Sudeste
1680;Sete Quedas ; MS;Centro-Oeste
1681;Rio Bom ; PR;Sul
1682;Pinhalão ; PR;Sul
1683;Pilar do Sul ; SP;Sudeste
1684;Tamarana ; PR;Sul
1685;Maria Helena ; PR;Sul
1686;Quinta do Sol ; PR;Sul
1687;Pérola ; PR;Sul
1688;Novo Itacolomi ; PR;Sul
1689;Kaloré ; PR;Sul
1690;Boa Esperança ; PR;Sul
1691;Itaberá ; SP;Sudeste
1692;Tuneiras do Oeste ; PR;Sul
1693;Rancho Alegre D'Oeste ; PR;Sul
1694;Itapecerica da Serra ; SP;Sudeste
1695;Sarapuí ; SP;Sudeste
1696;Marumbi ; PR;Sul
1697;Engenheiro Beltrão ; PR;Sul
1698;Xambrê ; PR;Sul
1699;Bom Sucesso ; PR;Sul
1700;Ribeirão Pires ; SP;Sudeste
1701;Mauá ; SP;Sudeste
1702;Eldorado ; MS;Centro-Oeste
1703;Ibiúna ; SP;Sudeste
1704;Itapeva ; SP;Sudeste
1705;Jupi ; PE;Nordeste
1706;Marilândia do Sul ; PR;Sul
1707;Itambé ; PR;Sul
1708;Camocim de São Félix ; PE;Nordeste
1709;Ibaiti ; PR;Sul
1710;Piedade ; SP;Sudeste
1711;Buri ; SP;Sudeste
1712;Cotia ; SP;Sudeste
1713;Tomazina ; PR;Sul
1714;Siqueira Campos ; PR;Sul
1715;Faxinalzinho ; RS;Sul
1716;Salto do Itararé ; PR;Sul
1717;Coronel Macedo ; SP;Sudeste
1718;Cianorte ; PR;Sul
1719;Barra Bonita ; SC;Sul
1720;São Jerônimo da Serra ; PR;Sul
1721;Saudades ; SC;Sul
1722;Ferraz de Vasconcelos ; SP;Sudeste
1723;Biritiba-Mirim; SP;Sudeste
1724;Campina do Monte Alegre ; SP;Sudeste
1725;Nova Santa Bárbara ; PR;Sul
1726;Poá ; SP;Sudeste
1727;Itapevi ; SP;Sudeste
1728;Alambari ; SP;Sudeste
1729;Itaporanga ; SP;Sudeste
1730;Jussara ; PR;Sul
1731;Cruzeiro do Oeste ; PR;Sul
1732;Ivatuba ; PR;Sul
1733;Suzano ; SP;Sudeste
1734;Adolfo ; SP;Sudeste
1735;Conselheiro Mairinck ; PR;Sul
1736;Santa Cecília do Pavão ; PR;Sul
1737;Cambira ; PR;Sul
1738;Mairinque ; SP;Sudeste
1739;São Jorge do Patrocínio ; PR;Sul
1740;Salesópolis ; SP;Sudeste
1741;Congonhinhas ; PR;Sul
1742;Salto de Pirapora ; SP;Sudeste
1743;Tapejara ; PR;Sul
1744;Paranhos ; MS;Centro-Oeste
1745;Araçoiaba da Serra ; SP;Sudeste
1746;Santo Antônio do Paraíso ; PR;Sul
1747;Marcos Parente ; PI;Nordeste
1748;Umuarama ; PR;Sul
1749;Itaquaquecetuba ; SP;Sudeste
1750;Guapirama ; PR;Sul
1751;Apucarana ; PR;Sul
1752;Alumínio ; SP;Sudeste
1753;Jundiaí do Sul ; PR;Sul
1754;Taquarituba ; SP;Sudeste
1755;Tacuru ; MS;Centro-Oeste
1756;Nova Olímpia ; PR;Sul
1757;Itapetininga ; SP;Sudeste
1758;Serra Alta ; SC;Sul
1759;Araçariguama ; SP;Sudeste
1760;Sorocaba ; SP;Sudeste
1761;Formosa do Sul ; SC;Sul
1762;Tejupá ; SP;Sudeste
1763;São Sebastião da Amoreira ; PR;Sul
1764;Arapongas ; PR;Sul
1765;Iperó ; SP;Sudeste
1766;Jaguariúna ; SP;Sudeste
1767;Alto Paraíso ; PR;Sul
1768;Mandaguari ; PR;Sul
1769;Nova Fátima ; PR;Sul
1770;Dores do Turvo ; MG;Sudeste
1771;Arujá ; SP;Sudeste
1772;São Roque ; SP;Sudeste
1773;Pirapora do Bom Jesus ; SP;Sudeste
1774;Olivedos ; PB;Nordeste
1775;Guararema ; SP;Sudeste
1776;Ourizona ; PR;Sul
1777;Joaquim Távora ; PR;Sul
1778;Marialva ; PR;Sul
1779;São Jorge do Ivaí ; PR;Sul
1780;Bom Jesus dos Perdões ; SP;Sudeste
1781;Paraibuna ; SP;Sudeste
1782;Assaí ; PR;Sul
1783;Natividade da Serra ; SP;Sudeste
1784;Poço das Antas ; RS;Sul
1785;Guarulhos ; SP;Sudeste
1786;Paranapanema ; SP;Sudeste
1787;São Carlos do Ivaí ; PR;Sul
1788;Fartura ; SP;Sudeste
1789;Sabáudia ; PR;Sul
1790;Angatuba ; SP;Sudeste
1791;Barão de Antonina ; SP;Sudeste
1792;Guareí ; SP;Sudeste
1793;Franco da Rocha ; SP;Sudeste
1794;Nova América da Colina ; PR;Sul
1795;Floraí ; PR;Sul
1796;Maringá ; PR;Sul
1797;Francisco Morato ; SP;Sudeste
1798;Divinésia ; MG;Sudeste
1799;Senador Canedo ; GO;Centro-Oeste
1800;Bernardino de Campos ; SP;Sudeste
1801;Ribeirão do Pinhal ; PR;Sul
1802;Itaí ; SP;Sudeste
1803;Rosário da Limeira ; MG;Sudeste
1804;Tatuí ; SP;Sudeste
1805;Abatiá ; PR;Sul
1806;Mairiporã ; SP;Sudeste
1807;Cabreúva ; SP;Sudeste
1808;Icaraíma ; PR;Sul
1809;Novais ; SP;Sudeste
1810;Cidade Gaúcha ; PR;Sul
1811;Torre de Pedra ; SP;Sudeste
1812;Jambeiro ; SP;Sudeste
1813;Boituva ; SP;Sudeste
1814;Capim ; PB;Nordeste
1815;Goiânia ; GO;Centro-Oeste
1816;Douradina ; PR;Sul
1817;Carlópolis ; PR;Sul
1818;Tapira ; PR;Sul
1819;Ivaté ; PR;Sul
1820;Sarutaiá ; SP;Sudeste
1821;Rolândia ; PR;Sul
1822;Cuité de Mamanguape ; PB;Nordeste
1823;Itu ; SP;Sudeste
1824;Vanini ; RS;Sul
1825;Cajamar ; SP;Sudeste
1826;São Sebastião da Vargem Alegre ; MG;Sudeste
1827;Cesário Lange ; SP;Sudeste
1828;Mandaguaçu ; PR;Sul
1829;Ângulo ; PR;Sul
1830;Cerquilho ; SP;Sudeste
1831;Mirador ; PR;Sul
1832;Monsenhor Paulo ; MG;Sudeste
1833;Santo Antônio da Platina ; PR;Sul
1834;Sede Nova ; RS;Sul
1835;Iguaraçu ; PR;Sul
1836;Pitangueiras ; PR;Sul
1837;Ribeirão Claro ; PR;Sul
1838;Porto Feliz ; SP;Sudeste
1839;Caxambu ; MG;Sudeste
1840;Pilões ; PB;Nordeste
1841;Itaquiraí ; MS;Centro-Oeste
1842;Munhoz ; MG;Sudeste
1843;Coronel Sapucaia ; MS;Centro-Oeste
1844;Ibiporã ; PR;Sul
1845;Barra do Guarita ; RS;Sul
1846;Nazaré Paulista ; SP;Sudeste
1847;São Luís do Paraitinga ; SP;Sudeste
1848;Uraí ; PR;Sul
1849;Astorga ; PR;Sul
1850;Porangaba ; SP;Sudeste
1851;Jundiaí ; SP;Sudeste
1852;Ibituruna ; MG;Sudeste
1853;Barra do Jacaré ; PR;Sul
1854;Atalaia ; PR;Sul
1855;Bandeirantes ; PR;Sul
1856;Iguatemi ; MS;Centro-Oeste
1857;Nova Esperança ; PR;Sul
1858;Cornélio Procópio ; PR;Sul
1859;Amaporã ; PR;Sul
1860;Pardinho ; SP;Sudeste
1861;Lagoinha ; SP;Sudeste
1862;Ipaussu ; SP;Sudeste
1863;Rancho Alegre ; PR;Sul
1864;Piraju ; SP;Sudeste
1865;Jumirim ; SP;Sudeste
1866;Vinhedo ; SP;Sudeste
1867;Atibaia ; SP;Sudeste
1868;Rafard ; SP;Sudeste
1869;Igaratá ; SP;Sudeste
1870;Jarinu ; SP;Sudeste
1871;Santa Isabel do Ivaí ; PR;Sul
1872;Indaiatuba ; SP;Sudeste
1873;Manduri ; SP;Sudeste
1874;Loanda ; PR;Sul
1875;Caçapava ; SP;Sudeste
1876;Prado Ferreira ; PR;Sul
1877;Cerro Grande ; RS;Sul
1878;Bofete ; SP;Sudeste
1879;Jacarezinho ; PR;Sul
1880;Taubaté ; SP;Sudeste
1881;Itupeva ; SP;Sudeste
1882;Piracaia ; SP;Sudeste
1883;Santa Fé ; PR;Sul
1884;Itatinga ; SP;Sudeste
1885;Rancho Queimado ; SC;Sul
1886;Planaltina do Paraná ; PR;Sul
1887;Chavantes ; SP;Sudeste
1888;Sertanópolis ; PR;Sul
1889;Andirá ; PR;Sul
1890;Itatiba ; SP;Sudeste
1891;Miraselva ; PR;Sul
1892;Santa Cruz de Monte Castelo ; PR;Sul
1893;Valinhos ; SP;Sudeste
1894;Itambaracá ; PR;Sul
1895;Monte Mor ; SP;Sudeste
1896;Santa Mariana ; PR;Sul
1897;Cambará ; PR;Sul
1898;Cruzeiro do Sul ; PR;Sul
1899;Bela Vista do Paraíso ; PR;Sul
1900;Alto Paraná ; PR;Sul
1901;Leópolis ; PR;Sul
1902;Mombuca ; SP;Sudeste
1903;Cerqueira César ; SP;Sudeste
1904;Porto Ferreira ; SP;Sudeste
1905;Tietê ; SP;Sudeste
1906;Óleo ; SP;Sudeste
1907;Jaguapitã ; PR;Sul
1908;Hortolândia ; SP;Sudeste
1909;Palotina ; PR;Sul
1910;Lobato ; PR;Sul
1911;Laranjal Paulista ; SP;Sudeste
1912;Joanópolis ; SP;Sudeste
1913;Capivari ; SP;Sudeste
1914;Ourinhos ; SP;Sudeste
1915;Roseira ; SP;Sudeste
1916;Morungaba ; SP;Sudeste
1917;Monteiro Lobato ; SP;Sudeste
1918;Avaré ; SP;Sudeste
1919;Conchas ; SP;Sudeste
1920;Aparecida ; SP;Sudeste
1921;Saquarema ; RJ;Sudeste
1922;Santo Antônio do Pinhal ; SP;Sudeste
1923;Bragança Paulista ; SP;Sudeste
1924;Saltinho ; SP;Sudeste
1925;Florestópolis ; PR;Sul
1926;Salto Grande ; SP;Sudeste
1927;Guairaçá ; PR;Sul
1928;Sertaneja ; PR;Sul
1929;Iguaba Grande ; RJ;Sudeste
1930;Florínia ; SP;Sudeste
1931;Tuiuti ; SP;Sudeste
1932;Mesquita ; RJ;Sudeste
1933;Pratânia ; SP;Sudeste
1934;Campinas ; SP;Sudeste
1935;São João do Caiuá ; PR;Sul
1936;Águas de Santa Bárbara ; SP;Sudeste
1937;Caravelas ; BA;Nordeste
1938;Naviraí ; MS;Centro-Oeste
1939;Pedrinhas Paulista ; SP;Sudeste
1940;Primeiro de Maio ; PR;Sul
1941;Pinhalzinho ; SP;Sudeste
1942;Extrema ; MG;Sudeste
1943;Sapucaí-Mirim; MG;Sudeste
1944;Paranacity ; PR;Sul
1945;Pindamonhangaba ; SP;Sudeste
1946;Palmital ; SP;Sudeste
1947;Aral Moreira ; MS;Centro-Oeste
1948;Cândido Mota ; SP;Sudeste
1949;Belford Roxo ; RJ;Sudeste
1950;Ibirarema ; SP;Sudeste
1951;Paulista ; PE;Nordeste
1952;Colorado ; PR;Sul
1953;Bady Bassitt ; SP;Sudeste
1954;Camanducaia ; MG;Sudeste
1955;Porecatu ; PR;Sul
1956;Iaras ; SP;Sudeste
1957;Alvorada do Sul ; PR;Sul
1958;Centenário do Sul ; PR;Sul
1959;São Pedro da Aldeia ; RJ;Sudeste
1960;Rio Claro ; RJ;Sudeste
1961;Lorena ; SP;Sudeste
1962;Queluzito ; MG;Sudeste
1963;Juruaia ; MG;Sudeste
1964;Guaratinguetá ; SP;Sudeste
1965;Paranavaí ; PR;Sul
1966;Terra Rica ; PR;Sul
1967;São José do Barreiro ; SP;Sudeste
1968;Bananal ; SP;Sudeste
1969;Juti ; MS;Centro-Oeste
1970;Botucatu ; SP;Sudeste
1971;Santo Antônio do Caiuá ; PR;Sul
1972;Anhembi ; SP;Sudeste
1973;Silveiras ; SP;Sudeste
1974;Campos do Jordão ; SP;Sudeste
1975;Espírito Santo do Turvo ; SP;Sudeste
1976;Paranapoema ; PR;Sul
1977;São Bento do Sapucaí ; SP;Sudeste
1978;Cachoeira Paulista ; SP;Sudeste
1979;Amparo ; SP;Sudeste
1980;Nova Londrina ; PR;Sul
1981;Itaguajé ; PR;Sul
1982;São Manuel ; SP;Sudeste
1983;Piracicaba ; SP;Sudeste
1984;Borebi ; SP;Sudeste
1985;Nova Iguaçu ; RJ;Sudeste
1986;Areias ; SP;Sudeste
1987;Santa Cruz do Rio Pardo ; SP;Sudeste
1988;Cabedelo ; PB;Nordeste
1989;Maracaí ; SP;Sudeste
1990;Piraí ; RJ;Sudeste
1991;Ijaci ; MG;Sudeste
1992;Paulistânia ; SP;Sudeste
1993;São Pedro do Turvo ; SP;Sudeste
1994;Iracemápolis ; SP;Sudeste
1995;Campos Novos Paulista ; SP;Sudeste
1996;Magé ; RJ;Sudeste
1997;Piquete ; SP;Sudeste
1998;Pinheiral ; RJ;Sudeste
1999;Lençóis Paulista ; SP;Sudeste
2000;Mendonça ; SP;Sudeste
2001;Santa Maria da Serra ; SP;Sudeste
2002;Iepê ; SP;Sudeste
2003;Socorro ; SP;Sudeste
2004;Charqueada ; SP;Sudeste
2005;Assis ; SP;Sudeste
2006;Santo Expedito ; SP;Sudeste
2007;Jateí ; MS;Centro-Oeste
2008;Ubirajara ; SP;Sudeste
2009;Novo Horizonte do Sul ; MS;Centro-Oeste
2010;Paraisópolis ; MG;Sudeste
2011;Limeira ; SP;Sudeste
2012;São Pedro ; SP;Sudeste
2013;Queluz ; SP;Sudeste
2014;Estrela do Norte ; SP;Sudeste
2015;Cabrália Paulista ; SP;Sudeste
2016;Carvalhópolis ; MG;Sudeste
2017;Euclides da Cunha Paulista ; SP;Sudeste
2018;Seropédica ; RJ;Sudeste
2019;Bueno Brandão ; MG;Sudeste
2020;Macatuba ; SP;Sudeste
2021;Delfim Moreira ; MG;Sudeste
2022;Torrinha ; SP;Sudeste
2023;Itajubá ; MG;Sudeste
2024;Itapira ; SP;Sudeste
2025;Rosana ; SP;Sudeste
2026;Caarapó ; MS;Centro-Oeste
2027;Itapeva ; MG;Sudeste
2028;Lupércio ; SP;Sudeste
2029;Laguna Carapã ; MS;Centro-Oeste
2030;Taquarussu ; MS;Centro-Oeste
2031;Narandiba ; SP;Sudeste
2032;Ocauçu ; SP;Sudeste
2033;Agudos ; SP;Sudeste
2034;Monte Sião ; MG;Sudeste
2035;Ipeúna ; SP;Sudeste
2036;Brazópolis ; MG;Sudeste
2037;Itatiaia ; RJ;Sudeste
2038;Sandovalina ; SP;Sudeste
2039;Passa Quatro ; MG;Sudeste
2040;Barra Mansa ; RJ;Sudeste
2041;Barra do Piraí ; RJ;Sudeste
2042;Glória de Dourados ; MS;Centro-Oeste
2043;Paraguaçu Paulista ; SP;Sudeste
2044;Tarabai ; SP;Sudeste
2045;Paty do Alferes ; RJ;Sudeste
2046;Indiana ; SP;Sudeste
2047;Piranguinho ; MG;Sudeste
2048;Cachoeira de Minas ; MG;Sudeste
2049;Itamonte ; MG;Sudeste
2050;Echaporã ; SP;Sudeste
2051;Maria da Fé ; MG;Sudeste
2052;Itanhandu ; MG;Sudeste
2053;Rio Claro ; SP;Sudeste
2054;Pontal ; SP;Sudeste
2055;Quatis ; RJ;Sudeste
2056;Virgínia ; MG;Sudeste
2057;Fátima do Sul ; MS;Centro-Oeste
2058;Oscar Bressane ; SP;Sudeste
2059;Petrópolis ; RJ;Sudeste
2060;Arealva ; SP;Sudeste
2061;Araras ; SP;Sudeste
2062;Pirapozinho ; SP;Sudeste
2063;Anhumas ; SP;Sudeste
2064;Alfredo Marcondes ; SP;Sudeste
2065;Gália ; SP;Sudeste
2066;Jacutinga ; MG;Sudeste
2067;Estiva Gerbi ; SP;Sudeste
2068;Dois Córregos ; SP;Sudeste
2069;Jaci ; SP;Sudeste
2070;Cordeirópolis ; SP;Sudeste
2071;Serra Branca ; PB;Nordeste
2072;Teodoro Sampaio ; SP;Sudeste
2073;Piratininga ; SP;Sudeste
2074;Lutécia ; SP;Sudeste
2075;Santa Rita do Sapucaí ; MG;Sudeste
2076;Areal ; RJ;Sudeste
2077;Pedralva ; MG;Sudeste
2078;Mirante do Paranapanema ; SP;Sudeste
2079;Dom Viçoso ; MG;Sudeste
2080;Borá ; SP;Sudeste
2081;Itirapina ; SP;Sudeste
2082;Pouso Alto ; MG;Sudeste
2083;Ivinhema ; MS;Centro-Oeste
2084;Ouro Fino ; MG;Sudeste
2085;Alagoa ; MG;Sudeste
2086;São Lourenço ; MG;Sudeste
2087;Jaú ; SP;Sudeste
2088;Pouso Alegre ; MG;Sudeste
2089;Gonçalves ; MG;Sudeste
2090;Borda da Mata ; MG;Sudeste
2091;Bom Jardim ; RJ;Sudeste
2092;Garça ; SP;Sudeste
2093;Brotas ; SP;Sudeste
2094;Leme ; SP;Sudeste
2095;Natércia ; MG;Sudeste
2096;Mogi Guaçu ; SP;Sudeste
2097;Pederneiras ; SP;Sudeste
2098;Espírito Santo do Pinhal ; SP;Sudeste
2099;Antônio João ; MS;Centro-Oeste
2100;Vera Cruz ; SP;Sudeste
2101;Bocaina de Minas ; MG;Sudeste
2102;Boracéia ; SP;Sudeste
2103;São Sebastião da Bela Vista ; MG;Sudeste
2104;Santa Cruz da Conceição ; SP;Sudeste
2105;Regente Feijó ; SP;Sudeste
2106;Bauru ; SP;Sudeste
2107;Dourado ; SP;Sudeste
2108;Avaí ; SP;Sudeste
2109;Serra Negra ; SP;Sudeste
2110;Três Rios ; RJ;Sudeste
2111;Lavrinhas ; SP;Sudeste
2112;Analândia ; SP;Sudeste
2113;Oriente ; SP;Sudeste
2114;João Ramalho ; SP;Sudeste
2115;Quatá ; SP;Sudeste
2116;Comendador Levy Gasparian ; RJ;Sudeste
2117;Paraíba do Sul ; RJ;Sudeste
2118;Cordeiro ; RJ;Sudeste
2119;Ibitiúra de Minas ; MG;Sudeste
2120;Miguel Pereira ; RJ;Sudeste
2121;Santa Rita de Jacutinga ; MG;Sudeste
2122;Heliodora ; MG;Sudeste
2123;Bocaina ; SP;Sudeste
2124;Trabiju ; SP;Sudeste
2125;Careaçu ; MG;Sudeste
2126;Macuco ; RJ;Sudeste
2127;Batayporã ; MS;Centro-Oeste
2128;Presidente Alves ; SP;Sudeste
2129;Carmo de Minas ; MG;Sudeste
2130;Bariri ; SP;Sudeste
2131;Aguaí ; SP;Sudeste
2132;Quintana ; SP;Sudeste
2133;Rio Preto ; MG;Sudeste
2134;Nantes ; SP;Sudeste
2135;Rancharia ; SP;Sudeste
2136;Soledade de Minas ; MG;Sudeste
2137;Marabá Paulista ; SP;Sudeste
2138;Silvianópolis ; MG;Sudeste
2139;Andradas ; MG;Sudeste
2140;Deodápolis ; MS;Centro-Oeste
2141;Espírito Santo do Dourado ; MG;Sudeste
2142;Douradina ; MS;Centro-Oeste
2143;Simão Pereira ; MG;Sudeste
2144;Itaju ; SP;Sudeste
2145;Ribeirão Bonito ; SP;Sudeste
2146;Angélica ; MS;Centro-Oeste
2147;Santa Rita de Caldas ; MG;Sudeste
2148;São João da Mata ; MG;Sudeste
2149;Marília ; SP;Sudeste
2150;Liberdade ; MG;Sudeste
2151;Ipuiúna ; MG;Sudeste
2152;Álvares Machado ; SP;Sudeste
2153;Santana do Deserto ; MG;Sudeste
2154;São João da Boa Vista ; SP;Sudeste
2155;Carvalhos ; MG;Sudeste
2156;Presidente Bernardes ; SP;Sudeste
2157;Martinópolis ; SP;Sudeste
2158;Olaria ; MG;Sudeste
2159;Boa Esperança do Sul ; SP;Sudeste
2160;Pirassununga ; SP;Sudeste
2161;Matias Barbosa ; MG;Sudeste
2162;Santa Bárbara do Monte Verde ; MG;Sudeste
2163;Baependi ; MG;Sudeste
2164;Santo Anastácio ; SP;Sudeste
2165;Caiabu ; SP;Sudeste
2166;Águas da Prata ; SP;Sudeste
2167;Ibaté ; SP;Sudeste
2168;Pompéia ; SP;Sudeste
2169;Itaporã ; MS;Centro-Oeste
2170;Herculândia ; SP;Sudeste
2171;Tupã ; SP;Sudeste
